label,text
财经,兴业：按照自己的节奏奔跑□本报记者 徐国杰                                       连续两年获得金牛基金公司称号，旗下基金整体业绩近两年排名所有基金公司首位，兴业全球基金在长跑中胜出的策略逐渐显现效果。不过公司总经理杨东对于是否穿上黄色领骑衫并不在意，用他的话来说，在长跑中要掌握跟自己相适合的节奏，你用什么速度跑起来最舒服，你就按照这个速度跑，不要觉得有人超过你了，赶紧跑快一点冲刺一下，而是根据自己的能力，根据自己的准备，把握住自己的节奏做事。投研实力是核心竞争力天相投顾基金研究组这样评价兴业全球基金，公司投研团队核心成员管理经验丰富，选股能力突出，为基金业绩的稳健提升奠定了良好的基础。杨东对此有个直f截了当的回应，投研实力是基金公司核心竞争力，这一点必须要过硬。从数据统计来看，兴业旗下基金长期业绩都很不错，比单年的业绩更耀眼。根据天相投顾对60家基金公司旗下所有积极偏股型基金整体净值表现进行统计，结果显示，截至2008年12月31日，兴业全球基金公司旗下4只偏股型基金近一年、近两年分别排名第二、第一。列入统计的这60家基金公司旗下的304只偏股型基金近一年平均净值增长率为-50.39%，近两年平均净值增长率为13.43%。而兴业全球基金公司旗下4只积极偏股型基金，近一年以 -39.39%的净值增长率排名第二，与冠军仅相差0.33个百分点，近两年则以50.87%的净值增长率一举夺得冠军。长跑的效果已经有所体现。在2007年大起的时候，当时兴业全球基金就考虑了将来大落的可能，并且很早就有所警觉了。早在2007年，兴业全球基金就对与A股市场相似的台湾、韩国、香港等地股市进行了深入研究对比，并于当年10月在中国证券报发布了研究成果，提醒投资者警惕当时的巨大泡沫。因此，落实在2008年的操作上，兴业全球基金是比较谨慎的。对于2009年，杨东一个总体判断就是充裕流动性驱动下的超跌反弹行情。“从大的轮廓上来说，这样去把握不会有大错，同时也不能过于乐观。兴业的基金经理、研究员，经常在一起讨论，研判行情，我们对全年有一个大致的轮廓，但是这种轮廓，或者一种策略都是在动态调整之中。”杨东感慨说，投资是这样一种境界，你知道的越多，了解越多，你就发现需要知道更多。做投资的人很重要一点是，要经常总结，深刻地总结和反省。而初入市的投资者，自我感觉好像是最聪明的，他感觉市场应该很容易判断，真的进去了，不是那么一回事的。把握自主节奏而在公司发展历程中，杨东认为还有一个节奏的问题，不是能做就赶快做，而是根据自己的节奏，根据自己的能力，根据自己的准备，条件具备了就上马，并不试图盲目去追赶什么。比如说规模，兴业没有举全公司之力拼命去扩张，相反，他认为一家基金公司管理的资产规模要跟公司资源和能力相符合，“如果你发展太快，在各个岗位充斥的都是不够格的人，长远看肯定也是不利于公司发展的。兴业是按照自己的节奏，按照自己的准备一步步去达成一个个目标。”这种理念下，自然也形成了相应的公司文化，对于员工的考核更多也是从长期出发。杨东认为，投资这东西有时候还是有些运气因素的，在排名上，差一个百分点会差很多名次，兴业不会仅仅根据这点来评价一名基金经理。对于如何衡量一只基金，衡量一位基金经理，杨东有着自己的见解，“2007、2008年是典型的大起大落的市场，这时趋势判断是最主要的，换句话说你的选时是最主要的，如果你整个选时错了，再靠精选个股也很难弥补。但是2009年情况不太一样，而且将来市场如果越来越成熟，选时的重要性会越来越下降，选股的重要性会越来越上升，这从成熟市场可以看得出来。”“不过，实事求是地说，现在没有到那一步，中国还不是一个很有效的市场，投资者需要多花一点时间，充分理解市场。现在做基金投资很多时候也可以说是靠天吃饭，这个局面将来有可能改变。一方面会推出更多的金融产品，比如股指期货，做空机制出来以后，基金回避系统性风险的手段就多了，有更多余地让你发挥，基金产品自然也会出现多样性。另一方面，市场成熟了以后，同涨同跌就不会那么明显，这种情况下基金之间的分化可能就会拉大，我们才能更好地衡量谁是优秀的基金经理。”杨东认为，对优秀的人才来说，物质方面报酬其实不是最重要的，越是高级的人，考虑这方面的比重可能越少。他要追求一个环境，让他能够发挥，让他能够有发展空间。包括与同事们相处能否融洽，能否学到新的东西，而兴业也正是在尽力提供这些软环境。每只产品都有新意事实上，兴业清晰坚定的发展思路从他们产品的布局上也可以看出来，产品线基本以偏股型基金为主，而且这些产品个个都有特色。从最早的兴业可转债，到后来的兴业趋势、兴业全球视野都有自己相对独特的选股理念，2008年新发行的社会责任基金，引进社会责任投资理念，这个理念原来在A股市场是一个空白。“事实上，社会责任投资理念在国外这些年发展得非常好，而且越来越多的资产管理人开始采用这种理念操作。兴业认为中国也需要这种理念，尤其是现在一直提到企业要讲社会责任，促进和谐社会等等，我们觉得在投资领域引入这种理念也会在一定程度上促进普及社会责任，引导资源配置。比如银行有推行绿色贷款，它也是用资源配置在引导，你做环保的项目我就给你贷款，高污染的就不给你贷款，基金也一样，企业社会责任表现好的，你会得到更多投资者的钱，你在资本市场的发展更好，如果这方面表现不行，你估值就会很低。比如在国外，对烟草、军工这些行业都是被社会责任基金剔除掉的；有些带有宗教性质的基金甚至会把银行也剔除掉，因为按照有些教义，贷钱也是不道德的。”在社会责任基金之后兴业又发行了一只名为有机增长的基金，重点突出了有机增长这一理念。对于有机增长，杨东解释说可以理解为组织内的成长，是依托现有的资源，现有的业务，通过卖更好的产品，把成本降得更低，或者技术创新等等来实现一种自然的成长。跟它相区别的就是非有机的增长，更多的是来自直接的收购、兼并，包括去年市场很热的资产注入。这些增长比有机增长速度更快，但是其长期的持续性不如有机增长。事实上，在海外市场，“有机增长”理念早已成为海外许多成长型共同基金的具体投资策略之一。在投资领域，著名咨询公司科尔尼编制了针对美国31家金融机构的有机增长指数；在学术研究领域，弗吉尼亚大学教授赫斯(Hess)创立了“有机增长指数(OGI)”模型，依据该模型筛选出像UPS、百思买等一批优秀的公司。首先，有机增长理念提供了全新视角认识企业成长。“企业赚的每一分钱并不都是一样的，企业增长的方式也不一样的。”杨东表示，依靠有机方式实现的增长具有较高的含金量，虽然其增长速度可能较慢，但增长的质量更好，盈利的稳定性、确定性和持续性更强，能给股东带来更高的回报。其次，该理念提供了全新视角分析企业估值。“以往在给企业估值时，一般对增长越快的企业给予越高的估值，但是有机增长理念强调估值高低不仅要看增长的速度，更要看增长的来源、质量和方式。”杨东说。一些外延式增长虽然增长速度很高，但稳定性、持续性差，给股东带来的回报较低。因此，增长应该根据不同的增长方式而享有不同的估值。第三，提供了全新视角评价企业经营成就。“我们在衡量企业经营成就时，不仅要看其赚多少、增长多少，更要看其耗费了股东多少投入，消耗了多少资源。”杨东认为，此前央企业绩考核体系以财务指标为主，而且往往特别关注利润等绝对指标，容易诱发追求短期利益的投资冲动，造成盲目、重复建设，投资数量重于质量，将股东投入浪费在低效率的规模扩张上。这种情况亟待改变。目前来看，以现金流量、分红、净资产收益率等等这些绩效考核指标更能够准确地反映企业的经营成就，从而引导企业更加关注长远利益。最后，有机增长投资理念提供了全新视角考核公司经营层的绩效。杨东认为，从有机增长的角度，更合理的做法是在设计绩效奖励机制时，薪酬应该更多地与净资产收益率等绩效挂钩，从而建立起一个更加正确的薪酬绩效考核体系。在这个体系下，那些毁灭价值的经营层不仅不应得到奖赏，反而应该为其资本浪费和无效经营负责。对于下阶段发展，杨东表示，兴业全球基金仍然会按着自己的节奏，不急不躁推进各项业务，包括专户、QDII、年金等各方面领域的拓展。同时，在投资上相信今年还是可以充分发挥兴业全球基金的水平。
时政,中央军委授予马晓天刘源张海阳上将军衔中广网北京7月20日消息 (记者 孙利) 中央军委20日在北京八一大楼隆重举行晋升上将军衔仪式。中央军委主席胡锦涛向晋升上将军衔的同志颁发命令状。下午15时，晋衔仪式在庄严的国歌声中开始。中央军委副主席郭伯雄宣读了6月28日由中央军委主席胡锦涛签署的晋升上将军衔的命令。中央军委副主席徐才厚主持晋衔仪式。这次晋升上将军衔的高级军官是：副总参谋长马晓天、军事科学院政治委员刘源、成都军区政治委员张海阳。晋升上将军衔的3位高级军官军容严整、精神抖擞地列队主席台前。胡锦涛主席向他们颁发命令状，并与他们亲切握手，表示祝贺。佩戴了上将军衔肩章的3位高级军官向胡锦涛等领导同志敬礼，向参加仪式的全体同志敬礼，全场响起了热烈的掌声。中央军委委员梁光烈、陈炳德、李继耐、廖锡龙、常万全、吴胜利、许其亮出席晋衔仪式。晋衔仪式在嘹亮的军歌声中结束后，胡锦涛等领导同志与晋升上将军衔的高级军官合影留念。出席晋衔仪式的还有解放军四总部、驻京各大单位和军委办公厅的领导等。相关阅读：
教育,留学经验谈：莫让小聪明断送名校梦“一考论英雄”的中国内地高考背景下，加拿大“零高考”的升学制度吸引了一批“逃兵”，陶同学便是其中一员。可是，数理化成绩几乎都在90分以上的他，却差点与加拿大名校——滑铁卢大学数学系无缘。原来，拖后腿的竟是“旷课”纪录。最后，他只好复读一年，再战名校。在读学校：国内某高中申请项目：赴加拿大读高三再申请大学成绩平平无缘一本高二出国寻求转机“我出国留学，就是为了逃避高考。”陶同学坦率地告诉记者。陶同学的父母都就职于大企业，事业有成，希望唯一的儿子能有好的学历和前途。可是，国内高考竞争压力太大，陶同学正常发挥也只能挤进一本，与一流大学肯定无缘。在咨询了留学中介后，加拿大让陶同学一家眼前一亮。一来，加拿大社会安全、环境优美、教育质量极高且费用适中，二来如果孩子以后想移民，政策也比较宽松。最打动父母的是加拿大没有高考，用平时成绩申请即可，且有很大机会申请名校。父母“包办”全部申请乖宝宝一人独闯加拿大谈起初到加拿大的日子，陶同学用“头晕”来形容。 在中国家长和老师眼中，陶同学一向是个乖孩子，从不违反学校规定，按时完成作业，只是对学习少了点兴趣，也没有目标。所以，从中国出发的那天，他就紧张了。学校和签证申请都是父母办的材料，真正要走的时候陶同学心里一点底也没有。第一次独自出门，又是到陌生的环境，语言还不是很通，面临的困难不只是读书那么简单。在加拿大机场办理入关手续时，虽然事先都准备好了材料也知道流程，但陶同学还是遇到了很多小麻烦。飞机下来后怎么走？入关在哪拿行李？接机人在哪里？用英文问人一下子好难开口。一番磕磕碰碰之后，总算顺利地抵达Homestay(加拿大学生住宿家庭)。这一路更加剧了他对第一天上课的担心。果然，加拿大老师自由的授课方式、选课方式都是全新的，昔日的乖宝宝遭遇着前所未有的挑战。适应期后轻松拿高分旷课纪录也算总成绩在短暂的不适应后，陶同学还是挺过来了。他发现，加拿大读书其实也没有那么难，只要英语听得懂，上课、写作业、参加活动，每天都是那么充实。除了一些中国没有的科目，比如社会学、英语文学是比较难的，其他数理化对陶同学来说实在太简单了，几乎都是90分以上。强大的自信让他对自己的大学专业锁定在数学或工程类，而相应的名牌大学，如麦克马斯特、滑铁卢、多伦多等都纳入了他的申请计划。一年的学习很快就要结束了，正当陶同学沾沾自喜要收到名牌大学入学通知书时，状况发生了。他的期中成绩单显示，非常重要的数学居然只有70多分。这些名校的数学系和工程系基本都要求85分甚至90分以上。正当陶同学百思不得其解的时候，留学中介发现成绩单上的评语赫然写着：非常有数学天分，但请不要擅自缺课，要注意学习态度。同时在缺课栏里有2次左右的旷课记录。留学中介指出，加拿大的成绩不是简单的考试成绩，它综合了出勤率、上课发言、作业情况、随堂测验及期末考试等所有学习因素。其中，期末考试只占总成绩的30%，其余占70%，也就是说期末100分也只算30分。小聪明断送名校梦痛定思痛复读再战在留学中介详细询问情况后，陶同学终于承认自己的旷课事实。原来，有一次上数学课，学校忽然停电了。老师让同学们先到图书馆自习，半小时后回教室。陶同学这时耍了小聪明。“反正老师让我自习，我就在这里自习好了，不回教室了，也就多自习半小时的事情，再说自己数学那么好，老师上课的内容不听也没关系。”就是这个小聪明，结果断送了那年进名校的机会。滑铁卢大学原本已发了有条件录取信给他，前提是数学成绩保持在90分以上，那次全泡汤了。痛定思痛的陶同学，接受了所有人的严厉批评，他本人对此也后悔不已。第二年的学习，他全力拼搏，再没有发生类似的问题。最终，他收到了麦克马斯特大学、西安大略大学、约克大学、滑铁卢大学、多伦多大学的录取通知书。(记者：赵艳燕)
科技,双重防抖卡片机!三星L110仅售1300元编辑观点：三星L110提供了主流的拍摄性能和双重防抖功能，具有很高的性价比，如果您打算在近期内购买一款低价位防抖相机，那么L110是一个不错的选择。
财经,长信基金获批专户理财资格⊙本报记者 吴晓婧“一对多”专户理财即将开闸，使得专户理财再次受到市场瞩目。近日记者获悉，经中国证监会批准，长信基金成为新年首先获得专户理财资格的基金公司。据了解，长信基金已经为专户理财业务进行了充分的准备，目前已建立了完整的投资决策流程体系和风险控制体系，并成立了专业理财团队、投资决策委员会，在公募基金和专户理财部之间也已建立了合规、严格的防火墙机制。近年来，受金融危机冲击、全球经济形势大逆转导致股市持续低迷，严重打击了基金公司专户理财业务的发展。但随着政府振兴经济方案的不断推出以及宏观经济急速回落之后市场信心的逐渐恢复，投资风格稳健、整体业绩优秀的基金公司，将率先获得专户理财客户的青睐，在业务发展过程中占得先机。
游戏,"暖身运动《封神ol》这个冬天不太冷来《封神ol》“圣火节”参与暖身任务活动，零九年的冬天注定被热火晒得暖烘烘！12月2日至12月23日，“普通日常任务”、“时段日常任务”和“传递火炬”跑环三大活动精彩上演，运动暖身同时高额经验、雕琢符、原石、及稀有素材英雄之血等极致诱惑物品等你拿！【普通日常任务，既简单又多样】普通日常任务分为对话、打怪、刷副三大类。“圣火节”及“圣火节寄语”为简单对话任务；“收集火种”和“收集火炬”为打怪收集掉落物品任务；“火神封印”、“消灭邪心”和“召唤混沌”为刷副本任务；按照NPC的指示，完成这三种任务，就可得到大量经验、圣火徽记及任务传送诏卷活动奖励！(注：“对话”活动起始NPC史越，地点：人—西岐城市集；仙—玉虚宫易物区；妖—碧游宫交易厅；魔—枉死城换物殿。“打怪”活动起始NPC乜感，地点：人—西岐城市集；仙—玉虚宫易物区；妖—碧游宫交易厅；魔—枉死城换物殿。“刷副”活动起始NPC乜感，地点：人—西岐城市集；仙—玉虚宫易物区；妖—碧游宫交易厅；魔—枉死城换物殿。)【时段日常对话任务，精彩攻城跟随其后】“圣火节”活动期间内，三个时间段中，参加“圣火祝福”对话任务后将会有精彩“火神降临”攻城活动，简单对话获圣火徽记及任务传送诏卷，攻城击杀主城BOSS可获大量经验，稀有素材，精品装备等多种好宝贝！(注：三个时间段为：13：00-13：30；20：00-20：30；23：00-23；30。“圣火祝福” 起始NPC舒似碧，地点：人—西岐城市集；仙—玉虚宫易物区；妖—碧游宫交易厅；魔—枉死城换物殿。“火神降临”击杀主城BOSS活动开启届时消息系统会有提示。)【跑环暖身任务，好礼奖不停】“传递火炬”跑环活动一共八环，在各族新手村NPC指点下，每完成一环任务都会有惊喜奖励，将接力棒一棒一棒的传下去，大量经验、大双倍经验卡、宝石原石、开封卷轴、好友传送诏卷等全部将会结算在你的帐下！(注：每族的成员必须在本族完成。人族—起始于安平村，NPC逍遥散人，结束于西岐城后花园，NPC韩树振。仙族—起始于升仙村，NPC金台山，结束于玉虚宫仰望广场，NPC祝欢薇；妖族—起始于变化池，NPC黄金锁，结束于碧游宫群妖崖，NPC蓝钊凝；魔族—起始于续命村，NPC吕岳，结束于枉死城万鬼域，NPC吕育。)“圣火节”三大暖身任务活动轮番上演，趣味连连。非凡的手游《封神ol》，让你在寒冷的冬季倍感温暖，有封神在的冬天不会冷！首款大型3G神话手机网游《封神online》介绍：《封神online》是由空中网旗下知名手机游戏品牌空中猛犸投入两年时间精心原创研发的大型神话即时战斗手机网络游戏。以大众耳熟能详的封神榜为背景，配合新奇趣味的剧情任务，让玩家身临其境感受中国古典文化魅力。《封神online》首次实现数百张地图、上千个任务、万余种道具等大规模的内容内置，突破传统手机网游在技术上的容量限制，其独具创新的原创换装系统，更将人物和怪兽类型拓展至千万种。《封神online》强调用户“主体性”，以玩家为中心随着剧情的深入逐步展开庞大系统脉络，让玩家通过动态游戏过程享受跌宕起伏的游戏乐趣。在这个奇幻的封神世界里，有你从未感受过的新奇体验。下载方式：手机登录fs.kong.net下载或发送手机短信""FS""到106633554455免费下载。客服电话：400-650-6628(中国大陆任何地区拨打，只收取市话费用)客服信箱：gamekefu@kongzhong.com手机(电脑)登陆：fs.kong.net"
体育,火箭只剩7连胜一条路！ 费根的确还有出线的奇迹新浪体育讯北京时间4月1日消息，《休斯敦纪事报》专栏记者乔纳森-费根更新了自己的博客，他指出负于76人之后，火箭在剩下的7场比赛里的目标已经非常简单——横扫所有对手，取得7连胜，只有这样，他们才会冲进季后赛的希望。以下是内容摘译——火箭的季后赛希望已经微乎其微，被逼到绝境的他们，需要的是一个置之死地而后生的奇迹。整个赛季打到现在，火箭最多取得过5连胜，可是要想冲进季后赛，他们必须拿下7连胜，不能在余下的任何一场比赛中输球。赢下7场就能出线？也许真的可以，如果火箭能够做到的话。灰熊看上去赛程比火箭简单，他们似乎比火箭更可能以横扫的结果来结束这个常规赛，不过他们在对阵黄蜂和开拓者的比赛中依然有可能输掉比赛。一旦他们输掉了三场球，那这个看似不可能的奇迹就有希望实现了。7连胜的火箭，和输掉3场的灰熊，将在战绩上持平，而出于两队本赛季的交锋纪录，火箭则拥有两队之间的优先权，可以晋级季后赛。这只是一个假设，问题在于如此不稳定的火箭，怎么能确保在7场比赛中都能打出高质量的球，万一他们像打76人那样失常了一场，也就意味着前功尽弃。要赢球，火箭必须在进攻上火力全开，他们不能疲劳，也不能受伤，更不能在某个夜晚找不到篮筐。毕竟，在绝大多数比赛日里，火箭不是在依靠他们的防守，所以当面对一支强队时，他们只能寄望进攻上压倒对手。除此之外，他们还必须在最后关头咬紧牙关，拿出前三节的状态，否则，再好的进攻只能变成徒劳。和76人这一场，就敲响了火箭的警钟，从对手身上，火箭看到了自己的不足。他们的侧翼需要身高和体重，只有这样，才能确保防守的稳固。就像之前说的，火箭的机会其实已经不大了，可是他们依然不会放弃对季后赛的追逐，哪怕这个追逐的结果很大可能是徒劳无功。7连胜很难吧？当你知道这需要用持续稳定的强大进攻来换取时，你会觉得它更难。(你的易哒)
家居,家居议事厅第21期：消费者生活方式变迁(组图)三年，一个媒体从无到有；三年，一本杂志总在不断的调整；三年，一点一滴的变化，让它愈加成为人们生活中的朋友。这本杂志已经愈加成熟。即将迎来3岁生日。让我们一起来祝福-《美好家园》。新浪乐居特在《美好家园》即将三周年的日子，请主创人员做客议事厅，一起来谈谈三年来，人们家居生活方式，对设计，对生活的改变，同时也在分享他们在三年来的收获。时间：2009年6月18日下午15：00-16：30地点：海淀区理想国际大厦8层    主持人：新浪家居 杨轶    嘉宾：《美好家园》的执行主编孟普、资深编辑贾远方、《美好家园》生活版资深编辑刘洁、《美好家园》资深编辑白月    以下为现场实录：主持人：各位新浪的网友大家下午好，我们的家居议事厅栏目又和大家见面了。今天我们的嘉宾聊天室来了四位美女，其实也是家居行业的同行，是《美好家园》编辑部的这些美女们。先简单介绍一下这次家居议事厅的背景。《美好家园》这本杂志即将三岁了，6月27号三岁。我们也是为业内比较好的这本杂志做一个简单的推介。首先介绍中间这位美女，是《美好家园》的执行主编孟普。孟普：新浪网友你们好，很高兴有机会来到新浪乐居的“家居议事厅”和大家有一个深度沟通的机会。今天和我一起同来的还有我们三个不同板块的资深编辑，左边的这位是贾远方，主要复责园艺版以及我们杂志的视觉形象、造型摆拍类栏目；这是刘洁，负责生活版；还有白月，主要在做家居版的内容和我们每期随刊发行的立邦别册。此外，北京我们还有两位非常能干的编辑侯君婷和张寒健，还有负责流程的广吴杨、图片编辑刘忆南，上海还有新加盟的郑静，她是执行副主编，驻沪首席编辑刘荣荣。接下来还是让她们自我介绍一下吧。贾远方：大家好，我是从《美好家园》创刊就过来了，参与了最初的筹备到现在比较成熟的运作。我在这边主要是负责园艺板块，还有一些风格类、原创性的拍摄。主持人：也就是从创刊到现在你一直都在，应该是比较老的员工了。刘洁：新浪的网友，大家下午好，非常高兴有机会在这个时间和大家一起分享我们生活中的乐趣，我是刘洁，是《美好家园》生活版的编辑，虽然不能和远方比，虽然我来的时间不长，但是对我来说，来美好家园工作的这短时间是一个非常愉悦的过程。白月：新浪的网友大家好，我是白月，我是主要负责家居版的栏目还有每期随刊发行的立邦别册。我来《美好家园》大概一年半的时间。虽然来的时间也不算长，但是我觉得我和《美好家园》是一起在成长，从中受到了一些锻练也取得了一些成果。所以，我觉得《美好家园》给了我一个成长的空间，让我有一个发挥和学习的过程。孟普：我是07年11月份来到《美好家园》，去年十月份作为执行主编来全面负责这个杂志的架构、内容以及流程的管理。应该说我本人是非常喜欢better homes and gardens的风格，也非常希望能够把我们版权杂志的一些精髓和我们的国情有一个很好的融合。现在《美好家园》杂志的架构和栏目设计吸取了一些美刊《better homes and gardens》的精髓，同时也做了一些调整和改变。主持人：刚才提到美刊《better homes and gardens》，我也特别关心，因为在我们杂志里面，因为《better homes and gardens》肯定是介绍美国的生活比较多一些，对于中国的消费者来说，可能有些地方不适应，这个比例占多大呢？孟普：其实从读者的角度来讲，她来购买一本家居生活杂志无外乎是想获得以下几个方面的咨讯：一是空间案例的设计处理，二是风格装饰的潮流趋势，三是具体到一些功能空间的打造；功能家具、物品的选购，还有就是生活方式、家务事儿的了解和打理。在这些内容里面，我认为关于潮流风尚、流行资讯、设计手法的借鉴和一些功能空间的处理等，这些内容是无国界、无差别的。而美刊经历了一百年的发展，无论是在案例选取点上还是拍摄手法、编辑手法上都是非常成熟的。有这么好的一个资源，我们当然首先应该把他们的精髓借鉴过来。至于结合到不同的户型面积、生活方式、物品导购层面，确实国内外、或者说不同阶层的人们所面临的问题和选择是不太一样的，要具体问题具体分析，所以在这方面的内容制作我们是非常强调原创性、典型性、还有就是和现有国情的一个对接。即便是用美刊案例的栏目，我们也不是完全照搬，可能是编辑根据读者的某个诉求点，结合很多期美刊案例、国内案例，重新编辑整理、加工提炼的。
娱乐,组图：《家有�事》爆笑剧照曝光 吴君如搞怪中新网1月20日电 谷德昭执导、古天乐与郑中基等主演的《家有?事2009》上周五在香港上映，现已60岁的黄百鸣在戏中打算约吴君如一起游泳，练六块腹肌上阵，一心以为君如会穿三点式赴会，岂料君如穿着潜水衣赴约。香港媒体报道，贺岁片《家有?事2009》没有了周星驰与已故的张国荣，换来郑中基与古天乐配元老班底黄百鸣与吴君如继续放笑弹，迎战由刘德华与舒淇主演的贺岁片《游龙戏凤》。劲敌当前，该片几位演员也不敢怠慢，近期连番宣传，连久休复出的黄百鸣都要穿泳裤与吴君如大晒游泳场面。不过这场游水戏，君如包裹得甚是密实。1
游戏,诉十年 游戏人生 曾经懵懂少年，游戏与篮球是生活中无法割舍的爱恋，不为吃喝发愁，更无须料想日后生活之苦恼。而今，终日坐于电脑前，为了生活而奔波，为了理想而驰骋！瞅瞅着这满脸奔三张的气势，再多言语也无法遮挡了。十年，无法忘怀的，还是如此这般的多；那些感动，记忆犹新。99-02年拥有自己的第一部电脑，激动的天天睡不着，也不懂什么电脑技术，就是在家里闷着死磕《极品飞车3》、享受《三国群英传》、沉迷《红色警戒》，虽然身处省重点高中，却已然忘记了自己的重担，相比起学习来，还是游戏给我的欢愉比较“浪漫”一些。初识网游，还是早起的文字型，那时候家里虽有拨号上网，却是价格昂贵。丝毫承受不起，但是我却为可以体会到这种感觉而兴奋不已！03-05年网络游戏初入江湖，大受欢迎之势，堪比当年网络成型，网吧如雨后春笋般排队等候的感觉实在令人怀念。遥想当年《石器时代》抓宠的无限快乐、《魔力宝贝》卡通形象的深入人心、《传奇》疯狂PK的绝对快感、《奇迹》精美画面的横空出世、《天堂2》引领韩潮的大肆侵略、《魔兽世界》暴雪文化的全面来袭；《CS》、《星际争霸》赛事的全民参与；还有诸多成功的单机游戏杀入游戏市场！全民游戏时代，正在到来！06-07年不论国产，还是国外的网游，在这两年的全面开花，皆令人看到了欣喜的场面。以《魔兽争霸3》众多自制RPG地图为代表的局域网对战游戏的独特文化也如阳春白雪般悄然形成，WCG等国际大赛的中国赛场也在逐渐成熟，全民参与电子竞技大赛的风潮实为令人欣喜！以多玩等为代表的一大批国内游戏媒体站点，也各自以独立的特色，占领者一方霸图，各自兼容着单机、网游、手游、flash游戏等多元化的元素，成为了此类综合游戏文化的主流！玩家游戏公会的另类主流文化，在新浪UT、IS、YY等语音聊天平台上彰显无遗，逾过千人的游戏公会，也是可随意寻到！08-09年网游市场的逐渐成熟，不免带来稍显困顿的趋势走向。海外网游以质取胜、以画取胜的路线，尤以《AION》、《指环王OL》、《战锤OL》(台服)的全方位宣传，令人印象颇深，小编也曾经写过这三款游戏的初评报告，对国内网游的市场，也小有研究，但是经验有限，在此不过多讨论了，只觉我们需要多向国外游戏学习，走品质路线，少抄袭，多学习！纤秀优雅的手游文化也足以使人眼前一亮，掌上明珠、随手互动等公司的精品手机网游策略，大大丰富了广大玩家的休闲生活。以09年《明珠三国》为领袖的手机网游的大获成功，宣告一种全新平台的游戏文化在中国的胜利崛起！点滴的回忆，远不足以将游戏的感触完全诉说，只是但愿这些文字，可以带给大家更多的回忆。
科技,选择米奇还是流氓兔 卡通造型MP3选购作者：毛晓曼MP3除了实用之外，外形设计也是非常重要的一部分。有些人喜欢简洁的设计，那些轻薄的大屏产品成了它们最好的选择；有些人钟爱实用方便的产品，于是更青睐于USB型MP3；而对于很多女孩子来说，一款可爱的卡通造型MP3是她们的最爱。MP3厂商也推出了一些卡通造型产品，其中可爱的流氓兔、经典的米奇、时尚的miffy等等都俘虏的MM的芳心。若是将以下这些产品送给喜欢可爱卡通人物的MM，相信会起到事半功倍的作用。Msplayer容量：2GB 报价：398元编辑点评：流氓兔MP3和iriver之前推出的米老鼠MP3相似点在于同为耳朵赋予了强大使命，音量增减、曲目切换，拧一拧扭一扭瞬间完成。但Msplayer显然进步不少，它采用五维导航杆设计，操作起来更直观而且还有发光LED灯提示当前工作状态。因为没有屏幕，所以这类数字播放器均只有音乐播放的单一功能。
房产,"证监会酝酿严格审核房企借壳上市    中国证监会正在考虑严格房地产企业借壳上市的审核标准，提高欲借壳上市的房产企业资产实力和合规性门槛。“证监会最头疼房地产企业借壳融资，不规范之处多，并且非常容易受行业周期影响，鉴于此，证监会准备收紧房产企业借壳的审核。”一位参加证监会上市并购重组审核工作的人士昨日对《第一财经日报》表示。北京一家券商投行人士也表示，听说了证监会将严格房地产企业借壳上市审核的消息。2009年上半年，证监会上市部曾拟过房地产借壳上市审核备忘录供内部工作参考，但由于经济形势的骤变，文件没有得到严格执行。据了解，文件涉及产业政策导向、企业资本实力及财务等多个方面的内容。“这次是希望能够强化备忘录的执行。”上述参加证监会上市并购重组审核工作的人士表示，“同时要提高地产企业借壳门槛，规模必须够大，要在行业内处于优势，公司要有一定历史，其次就是合规性考察会比较严格。”“据我们了解，新的规章制度也仍在讨论中，证监会内部还没有成文，但是趋严的方向肯定是定了，这对房地产企业借壳上市将产生影响，我们也在焦急地等待正式文件出台。”一名券商保荐代表人昨日接受本报记者采访时说。据看过上述备忘录的人士透露，原来的文件支持符合国家产业政策导向，两限房、经济适用房占比达标并且具有核心竞争力的大型龙头地产企业上市；限制以别墅、高档豪华住宅开发为主的、其主要业务属于国家房地产调控政策限制范围的地产企业上市。在行业地位上，支持全国性房地产企业或者地区性龙头企业；限制近三年有过重大项目开发失败记录的地产企业上市。在企业规模上，支持资本和资产规模较大的企业，房地产业务历年来保持稳定增长或总体增长的收益水平的地产企业上市。除万科、保利等地产企业是直接IPO上市，目前绝大多数房地产企业登陆资本市场都是靠借壳上市，包括金融街、 招商地产(企业专区,旗下楼盘)这样的明星房地产企业。一名房地产行业首席分析师昨日接受本报记者采访时表示，房地产企业绝大多数都是通过借壳的方式登陆资本市场，如果监管部门严格控制房地产企业借壳上市，无疑会对该行业产生较大影响。2009年底，我国对房地产的宏观调控再次趋紧，证监会人士曾表示，房地产再融资的相关土地手续文件须征求国土资源部意见。“房地产企业现在每天让我们去打听新规的进展，同时督促我们赶项目进度，唯恐新规出台，使自己被关在了门外。”一名正在从事房地产企业借壳上市项目的券商人士表示。我要评论"
