,,open,high,low,close,volume
1773,2021-10-28,36.47,36.75,35.91,36.5,62526929.0
1774,2021-10-29,36.49,36.83,36.03,36.65,55777086.0
1775,2021-11-01,36.32,37.29,35.93,36.97,63205279.0
1776,2021-11-02,36.92,37.19,36.12,36.36,52088926.0
1777,2021-11-03,36.36,36.55,35.81,36.28,42944962.0
1778,2021-11-04,36.29,36.43,35.92,36.42,51186105.0
1779,2021-11-05,36.3,36.75,36.0,36.36,44889821.0
1780,2021-11-08,36.01,36.23,35.89,36.01,42417886.0
1781,2021-11-09,36.01,36.17,35.53,35.6,52595435.0
1782,2021-11-10,35.5,35.51,34.1,34.67,112307310.0
1783,2021-11-11,34.73,36.12,34.61,36.12,123853844.0
1784,2021-11-12,36.23,36.23,35.3,35.43,74252446.0
1785,2021-11-15,35.58,36.29,35.47,36.09,57855616.0
1786,2021-11-16,36.23,36.64,36.1,36.32,60632615.0
1787,2021-11-17,36.78,36.99,36.24,36.33,54834802.0
1788,2021-11-18,36.23,36.33,35.71,35.75,46228070.0
1789,2021-11-19,35.69,36.04,35.38,35.91,48293262.0
1790,2021-11-22,35.85,36.08,35.61,35.72,38002268.0
1791,2021-11-23,35.5,35.98,35.11,35.9,53898686.0
1792,2021-11-24,35.9,35.96,35.52,35.73,37931737.0
1793,2021-11-25,35.61,36.08,35.34,35.38,43694681.0
1794,2021-11-26,35.3,35.32,35.1,35.13,31058588.0
1795,2021-11-29,34.77,34.83,34.53,34.63,42463194.0
1796,2021-11-30,34.68,35.08,34.46,34.56,38807856.0
1797,2021-12-01,34.41,35.19,34.23,35.18,44119093.0
1798,2021-12-02,35.0,35.28,34.76,35.1,29998239.0
1799,2021-12-03,35.1,35.25,34.65,34.98,36003323.0
