User,Gender,Level,Message
吃菜饭不吃饭菜,保密,5,小破站牛逼[tv_doge]
6个硬币改名为中奖,男,5,谢谢！
旧毛衣的毛衣酱,女,4,唱《涅槃》的那位外国小姐姐好漂亮！眼睛好好看
史蒂芬金刚,保密,3,方老太皮了[抠鼻][抠鼻]
棠不夜,女,5,66666666
晒太阳的绿麻,女,5,我吹爆！！！！
红尘歧路,男,4,太屌了！b站牛逼
lilihlrr,女,5,"#吴亦凡# 
#bilibili晚会 二零一九最美的夜#
超级精彩的晚会 超级棒的舞台 最好的吴亦凡[喜欢]"
指挥官野狼,保密,5,所以。。。有没有去现场的朋友！洛天依小公主和方大仙那一段到底啥感觉？AR还是全息技术？加上直播我看了5遍了！真的很震撼！
49760145618_bili,保密,3,新年快乐   好感动
彩虹般的雨琦迪迪,男,3,爱死小破站了！
名字要取甚,保密,5,这么牛的晚会，一定要留个言。明年还有就守直播。
LTY源,保密,5,不知不觉已经五级了，一条视频没发，一个神评没有，谢谢b站这几年的陪伴，我会继续陪你直至死亡。
我过阳关道,保密,4,第三章上来直接击毙我，这不公平，我没去现场，好酸[酸了][酸了][酸了][酸了][酸了][酸了][酸了][酸了][酸了][酸了][酸了]
czgl,保密,5,赞！乐团的整场表演和方老师那一段大爱！
有烨其光,保密,5,官方，你被人民日报官方盯上了[doge]
有烨其光,保密,5,官方，你被人民日报官方盯上了[doge]
唯一挚爱世界当观,保密,4,b站晚会的票是不是买不到
洛兮lxi,女,5,小坡站越来越牌面了
恶魔撒塔妮亚,男,4,[2020]现场看的天依吗[吃瓜]
契思以,女,2,真的好听～～～
甘羽十五,女,4,真的太棒了，比肩春晚了!简直了！我后悔我跨年那天晚上出去玩儿了[酸了][大哭][大哭]
明晦明明晦晦,保密,4,9.9分[妙啊]
魔性大总攻,保密,3,哭泣了，是快乐的泪水
skr乌拉拉,男,3,b站办的真好，之前的BML，现在的跨年晚会，真好。
木兮三岁半,女,5,再来看一次，无悔相遇，小破站干杯！
DOVISDO,保密,4,b站，干杯
私人氏,保密,5,看得我稀里哗啦呜呜呜呜太精彩了吧！！！
颜文字君123,男,5,干杯！
老干妈酱兔子,女,5,看晚会，丰富歌单，也就b站可以做到了！！
路吱吱,男,5,太强了
冲冲冲就好,保密,2,哔哩哔哩干杯
太白彗星君,女,5,看的我头皮发麻，能想到b站下了功夫，但没想到超过我预期太多太多了！！！
噢是酱紫啊,女,5,感谢这么用心策划的晚会！[小电视_赞]
大妈的卡布奇诺,男,3,有一说一，凡哥今个挺帅[doge][doge]
SANTLEE,男,3,喊出为了部落时哭了
泽宇凡,保密,4,biangbiang
一枝小青梅呀,保密,3,哔哩哔哩 - ( ゜- ゜)つロ 乾杯~
凌六虚,男,5,戴荃，周深，霍尊，这三位歌手的嗓子真的被上帝强吻了无数次（排名不分先后）
夏天的烊,保密,3,明年预订
月八狂吃也瘦,女,5,nb
妖阎耀眼妖艳,保密,3,小破站牛批
孙笑卅246,男,4,专门来看加拿带skrman
夏天的烊,保密,3,太好看了
江生取自江海寄余生呀,保密,4,B站，爱死你了！
尘嚣不觉,男,4,展眼吊斜晖，湘江水逝楚云飞。
我过阳关道,保密,4,没去现场，好酸[酸了][酸了][酸了][酸了][酸了][酸了][酸了][酸了][酸了]
请神啦,男,2,鸡皮疙瘩真的起来了
都是少年,男,5,只想说B站牛逼！！！
道枝叶,男,3,每日一刷
bili_29865781916,保密,2,？？？？？
我过阳关道,保密,4,看到第二幕了，好看，真的是好看，我一个不常看电视的，都觉得这晚会真好看
ZZZJIAAAMIN,保密,4,真的看哭了，好多年没这么感动过了，b站懂我[大哭]
阿缈kk,保密,5,女主持的普通话很好听！
没名字可改丶,女,4,[2020]b站冲鸭！
依然磊磊,保密,4,b站，无敌了全程高能。
神閖桒篁,保密,4,B站，我的第二个归宿。[画风突变]
薄荷雪糕拌饭,女,5,"在海德薇变奏曲刷刚考完魔药考试的一定是麻瓜。
——现在还在假期呢！"
小小鱼水,保密,5,赞
没名字可改丶,女,4,啊啊啊啊
Ssreturn,保密,4,未来可期
花朝z,保密,5,呜呜呜来补课了
一颗小芋圆圆圆圆圆圆,保密,2,微博来的，昨天错过了
return8,男,5,可以的，很棒啊[吃瓜]
bili_35962471,保密,4,棒呆！
某不见参商,男,5,小破站NB
这是六枚硬币ya,女,5,干杯
蓝光龙仔,保密,3,梗是两个或多个有共同兴趣的人之间的一种默契，b站的晚会完美体现了这一点
大大灭酥,男,4,天！！
紫香樂,保密,4,B站 有春晚吗？[微笑]
从零开始的300英雄,男,4,吼吼吼吼吼
舞动琪继,男,2,小破站越来越牛批了
bili_77810572766,女,2,好棒
琼楼惊故梦,保密,2,無限大な夢のあとの
第四水螅体,保密,6,节目的大多数都挺好的，冯提莫那个好奇于是去知乎吃了个瓜...二刷感觉还是跳过吧[蛆音娘_吃瓜群众]
云与鸟儿,保密,5,赞
清秋梦圆,保密,2,来了
挏谷和入,保密,4,woc我竟然不知道
宁愿淡去,保密,4,能请到朱广权很厉害了啊[滑稽]
王小小111213,保密,2,爱爱爱了 好听到想哭
七号房的播放器,保密,2,好棒棒，整体8分，卫视晚会我想负分
小丶狐狸,保密,4,B站的跨年晚会确实好看，就是特别为B站的观众准备的。为什么比电视台的跨年晚会好看，受众群体不一样吧。
缺月弄疏桐,保密,5,好棒
无情无趣无理取闹,保密,2,啊啊啊啊 燃炸了，头皮发麻。为了部落！！
莫忘当年忆,男,4,53是什么啊？
泛黄的烟头,保密,2,bilibili干杯，多谢款待！
fhbbjcttycbh,保密,3,[2020][2020][2020]
站著別動,保密,3,跨年晚会很Nice～ 望小破站越办越好[爱心][爱心][爱心]
mark姐,保密,4,可恶，为什么没有我坤坤
五只狮子,保密,5,喜欢这场晚会
良殿DA,保密,5,来啦
丹青每天都很饿,女,4,啊啊啊吹爆小破站！
丹青每天都很饿,女,4,啊啊啊吹爆小破站！
粉蜜都拉工,保密,3,来了来了 立此贴为证 下年绝对看直播
果戈里的kjg,保密,4,根本就是蹦迪现场！！！我想去。。。
化身孤岛的人,保密,4,"┏┳━━━━━━━━━┓
┃┃█████████┃
┣┫████┏━━┓█┃
┃┃████┃ 白  ┃█┃
┣┫████┃ 嫖  ┃█┃
┃┃████┃ 通  ┃█┃
┣┫████┃ 知  ┃█┃
┃┃████┃ 书  ┃█┃
┣┫████┗━━┛█┃
┃┃█████████┃
┗┻━━━━━━━━━┛
[抠鼻][抠鼻]"
真让小朋友头秃,女,5,好棒啊！天啦
今天还没睡io,女,3,b站的跨年夜太顶了太顶了
徐四的呆毛,保密,2,我爱B站！！！
冥谧猫谚铹蕪,保密,5,简直要看哭了
愈合机修工,保密,2,看过的最好的跨年晚会
铠之刃,保密,2,什么都不说了，精彩尽在其中，期待b站的春晚
三日冥三日,保密,4,好爱五月天
舒夏瓜,女,5,我来补课了，我为什么要去看别的台的跨年晚会？我丢人了对不起，b站最棒！！！
干什么不好,保密,2,我觉得，起码第三par我慕了现场的观众。真的变成了阳春白雪，是一场听觉盛宴！
满满的要溢出来了,保密,4,能在大场面大制作里面看到ACG元素很多的又贼会玩的恐怕只有B站能做到了吧。B站给我感觉就是不像别的那些大制作什么的让人感觉就是为了钱。没什么感情。个人感觉
自制牛反,保密,4,小破站呀呀
三水又一十,男,5,有人传油管吗[微笑]
不定の风,保密,2,那个教父真的哭了。
朝三暮四LG,男,2,爱了爱了
恬恬木马,女,2,[2020][微笑][支持][惊喜]#bilibili晚会 二零一九最美的夜#
晚上没睡的人,男,5,好，将中国的价值观融入节目之中，潜移默化！不向所谓命运屈服！
王小小111213,保密,2,来晚了
乐呵呵的烧饼,保密,3,哔哩哔哩干杯
恬恬木马,女,2,[2020][锦鲤][惊喜]#bilibili晚会 二零一九最美的夜#
踏破千里寻,保密,2,邓紫棋[喜欢][喜欢][喜欢]
rynax0622,保密,2,[爱心][爱心][爱心]
花朝z,保密,5,要素过多[doge][吃瓜]
我捡到五毛钱,男,5,奈何本人没文化，一句牛逼也无法表达我内心的震撼
小孙不慌张,女,4,我，真的，爱死，这个，破站了！！！！！！！！！！！
丿浅澈如你,男,5,跨年只看了b站，重温一遍
bili_27787911457,男,2,柯南
长腿麻薯,女,5,爱死这小破站了！
viviwu2333,保密,5,后悔没看直播了T﹏T电影啥时候都能开，直播错过了就只能来看合集了T﹏T不过有合集纪念真好
极简主义冒险家,男,4,爱了爱了[喜欢]
跟太宰一起殉情,保密,2,新年快乐
无可救药的味痴,保密,5,多谢款待！明年跨年希望可以和b站的小伙伴们一起！！！！！
莓中过奖,女,4,冯提莫怎么了？人身攻击biss
PlantsSSsSS,男,5,小声比比:小破站我错了，我没按时观看[妙啊]
恬恬木马,女,2,[2020][惊喜][爱心]#bilibili晚会 二零一九最美的夜#
恬恬木马,女,2,[2020][惊喜][爱心]#bilibili晚会 二零一九最美的夜#
活的像只刺猬,男,4,生是B站人死是B站鬼
老天我服了,保密,4,我只想说一声，我后悔了，真的很后悔[灵魂出窍][灵魂出窍]
明空文心子,女,3,同样，观察者网来的
椎名はるな,保密,6,真正的神仙打架
钤鑨Leonor,女,5,周深男孩子哈~欢迎大家在b站搜他，一个在b站有矿的男人！[打call]
哼哼本居已占据该名,女,3,爸爸问我，为啥跪着！！！！！！
妃路特,女,4,我的天哪！！！！！！简直不能用震撼来形容：！
不H的好孩子°,男,5,小破站，nb
黑白5,男,5,.总是听成jojo老师[滑稽]
活得简单点,女,5,我现在好担心明年b站跨年晚会超越不了这次啊，因为这场做得太棒了！！！
学小提琴的菜鸟,保密,4,[doge][2233娘_卖萌]b站晚会真的好好看
妖灬灵秀,男,5,去年第一首听的也是天依的歌，今年依旧，希望明年也是！！！！
丿唯夢·傾城丨,男,4,居然是央视主持人
5分之一喜欢,女,3,干杯
汐哲很nice,男,3,小破站nb！
入江之鲸__,保密,5,马上六级的我
夏沫的不一样,保密,5,[妙啊]第一次就办的这么好，是不是起点太高了，担心之后的跨年嗷
Metadulgence,保密,4,。真棒
linghn,保密,2,我为张蔷而来[2020]
TyCoon_ICEwater,男,5,其实现场洛天依的效果不如直播  这并不是全息投影   散人 开场工作人员已经介绍过了  舞台有一层全息纱
萌萌小树,保密,4,我这次真的不是白嫖
星云引力,保密,4,啊啊啊啊啊啊啊
入江之鲸__,保密,5,牛逼
孤独的秦傲天,保密,3,妙先生好看不
飞光_飞光,保密,6,为什么我身为尊贵的bilibili年度大会员，修复人理的开位魔术师，玛修亲爱的前辈，始皇帝陛下的继任者，bilibili重要的股东，却没有收到晚会的通知，害得我现在还得补课
寒语汐,女,4,[画风突变][画风突变][画风突变]真棒
苦楝KK,男,5,还有364天就跨年了，回想起上一次跨年仿佛就在昨天，在这里我提前祝大家2021年好
煎蛋煎D煎蛋,保密,3,啊啊啊吧！！！！
幼贞Lily,男,5,真的爽！魔兽世界8.3我一定来！
骜骜骜,男,5,我怀疑B站放这个是想回收硬币，为什么一个号只能投两枚啊！
石桥青巷,男,5,爱了爱了 B站加油#bilibili晚会 二零一九最美的夜#
玉米棒子成精,保密,5,祝大家新年快乐 2020每个人都要天天开心！
狼仙n,保密,4,2020年小破站加油我加油＾０＾~[打call][打call][打call]
煎蛋煎D煎蛋,保密,3,帅！！！！！
萌萌小树,保密,4,我真的要哭了，真的跪了跪了
酒酒冲鸭,保密,4,小破站太冲啊！
xsg21sj,保密,5,霜之哀伤，火之高兴，雪之哭泣，风之快乐
泡椒美鸡冰,保密,2,#bilibili晚会 二零一九最美的夜#啊啊啊啊啊啊，啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊最美的夜晚！
墨染樱飞红颜旧,保密,2,符合我们的内心需要
墨染樱飞红颜旧,保密,2,符合我们的内心需要
滴水drop,保密,5,6
吉_赛儿,保密,5,这个跨年很不错！
Miorqvn,男,4,音频有了吗？？？？？？？我想循环 小时姑娘……太特么……惊艳到我了
一枝小青梅呀,保密,3,B站个个都是人才啊[打call]
呵呵一笑百味生,保密,4,太强了
肉肉太多减不了,女,5,这个圆圆的东西我投定了！！哈哈哈哈，新年快乐！！！
a_su7,保密,3,dddddd
力无君-,男,4,陈乐一！！！！舞台效果爆炸
寒爅宸,保密,5,我只想问一句，方大师那段能整个音频吗？[吃瓜]
我过阳关道,保密,4,数码宝贝主题曲和cc真人演唱让我去世两次，军歌和超炮让我复活两次，还有冯提莫我是跳过的，我也不看直播，晚会办的真好
卡卡西我爱你,女,4,qq音乐有音源了！！！走这https://c.y.qq.com/base/fcgi-bin/u?__=2H71OdX  不谢[doge]
bilihaihai,保密,4,好美啊 好美啊
小百鬼夜行,男,5,只有这小破站知道我要看什么！！
H风不止I,男,2,哔哩哔哩干杯
寻常一人家,女,3,看了人民日报刚来。来迟了来迟了
青初-,保密,4,V叔看起来真和蔼，爱了爱了
Milk丶Super,保密,3,[2020][2020][2020][2020][调皮][调皮][调皮][调皮]
吉他六弦,保密,4,小破站加油！
米果米果酱,女,4,bilibili- ( ゜- ゜)つロ 乾杯~
一片叶子的奇迹,保密,4,留个位置
阿水呐9,保密,2,爱了
卍-JE,男,5,元素丰富，都是真唱，nb!
44988125418_bili,男,2,NB就完事了
小雨sunnyright,保密,5,年轻人是国家的未来
青初-,保密,4,太好看了叭，以后跨年就认准小破站了，柯南的开头曲直接给我惊到了[打call][打call][惊喜]
挨饿德和贝必沉,保密,4,我去   之前听过排骨一首歌，忘了啥歌了    一直以为是女的
小仙女是我hh,保密,5,唯一的败笔[滑稽]
spannn,保密,4,好久没看晚会，看着太牛了，支持小破站。
麟烷阳,保密,2,真的是，没想到洛天依和方大师一起出现，好多人的定义是琵琶，唢呐这些乐器与流行无关，与摇滚无关，这样感觉应该会让大家重新定义一下，所有乐器在方大师手里都能开出花
四红喵萝,女,4,赞！！大赞！！！
L克油欠揍,女,3,好牛逼啊
虍紋鲨鱼,保密,5,爆了
耍耍3郎,男,5,现在近七万人一块在看，牛！
12138-bili,保密,3,阿拉蕾爱了爱了
蛋饼214,女,5,好棒www
风要幸福呀,女,5,#bilibili晚会 二零一九最美的夜#啊啊啊啊啊才看 太棒了啊
CangG--,保密,4,为什么我不看B站？为什么不看直播？！啊！我想把自己脑壳撬开看看里面是不是粑粑(ノ=Д=)ノ┻━┻
CangG--,保密,4,为什么我不看B站？为什么不看直播？！啊！我想把自己脑壳撬开看看里面是不是粑粑(ノ=Д=)ノ┻━┻
前路未至,女,5,团团安利而来补番
克烈儿辣舞铃岚,男,5,我没看啊啊啊啊啊
网浪少女Echo,女,3,小破站加油！小破站爱你！排面排面！#bilibili晚会 二零一九最美的夜#
堀堀国广,女,5,[2020][锦鲤][2020]
yslfdpp,保密,5,下次演奏请带上复联！！！！！
我永远喜欢入間铳兔,男,5,方锦龙老师太厉害了，交响乐给我听傻了
再选一次又何妨,保密,2,我在皮皮虾看完b站晚会[喜极而泣][喜极而泣]
葛晓诗,保密,2,舞台效果真好啊
弥勒佛爷,保密,5,稀饭小破站
MARVELWYYYY,男,4,我爱死B站了！！！！[打call][打call][打call][打call][打call][打call][打call]
M浅梦ing,保密,5,看完这晚会新年快乐。要好好复习哦。
全世界最好的滴派大星,女,4,你的币有辣[打call][打call][打call][打call][打call][打call][打call][打call][打call][打call][打call][打call]
娘口三三家的小婊砸,保密,5,太棒了！！！没文化不知道该怎么夸！！！
KIMZNR,女,5,[2020]太棒了!
萧沉儿,女,5,[2020][2020][2020][打call][打call][打call]
玛丽玛莉洪,保密,4,[2020][2020][2020][2020]
德莱厄斯-大D,保密,5,周笔畅这么美了吗
萧沉儿,女,5,我来补课！！！
兰陵乄书生,保密,6,md，昨天的橘子洲烟火都没去看，就为了破站的晚会
烟雨幻倾城,男,5,遇到不喜欢的就跳过，这是比直播好的事[微笑]天知道我跳了多少
懒癌级患者,女,3,啊啊啊！我没有看到直播好可惜啊！等下次跨年晚会一定要在小破站过[偷笑]
我孙子川桑,男,5,云龙兄呢
换什么名字呢-,保密,5,我在这里找魔术的揭秘....但是并没有....
著名坐家梦想家,男,5,感谢陪伴[大哭]
童颜巨跟王姨,女,2,牛逼
鬼鬼的小马甲,女,4,好开心是b站一员，bilibili！乾杯！
朗月疏星照空庭,保密,3,牛，这才是晚会该有的样子，真正的享受，请的嘉宾也都是有真才实学的大佬，赞！希望拜年祭压力不要太大[喜极而泣]
中津川丶初,男,5,太棒了[2020][大哭][大哭][大哭]
B1_N,男,5,明天要考试了我还在。。。。
秉烛0夜游,保密,2,2.0香得一批
路飞与罗,女,4,哔哩哔哩2020我们一起变得更好吧!!![2020][2020][2020][打call][打call][打call]
病娇-MoYu,男,4,我他妈真的好爱小破站，你真的好棒好棒啊，开头的时候我都快哭出声来了，好激动
悬铃喵,保密,5,不管了，我要充年费！！！[小电视_思索]
Ricci_zhang,保密,4,壮我大b站
Vico锦言,保密,5,不用流量明星不也照样做的挺好的嘛...
陸陸筆,保密,3,2020我们一起加油呀！！！
火莲盛开,男,4,期待B站的春晚
尉宇航,保密,2,厉害了小破站[doge][doge][doge]
dovep,男,5,提词器太高广权儿都要翻白眼了hhhhh
浮幕c,保密,4,啊啊啊啊啊啊
派大星是我蓝神,保密,4,邓紫棋的造型真的超美的
星耀泪痕,保密,5,太棒了！！！
江西-梁朝伟,男,3,[doge][支持]
HonmaMeikoQAQ,保密,4,牛逼！
天渝无法,保密,3,这是我看到过最好看，最热血，最贴近自身的一次晚会！！！
haithink,保密,3,测试
雪落冬离,女,3,b站提前预定了我的压岁钱
脑洞坏掉了,保密,4,补课
bili_27787911457,男,2,看不懂，一脸懵
ye_wu,保密,5,小破站上人民日报了～
王阿川_,保密,4,春晚有吗？[吃瓜]
吃瓜看戏的小群众,保密,2,现场唱的很棒啊[打call]
淼汐zero,保密,4,感谢B站，太多回忆，太多感动，新年快乐～[爱心]
杨JustFor,保密,3,祝破站越办越好
杨JustFor,保密,3,祝破站越办越好
levikiss,保密,5,错过了一个亿！来听大型音乐会，谁能不说一句b站牛批呢？
胖子AVI,男,4,新车快乐
云天诺God,保密,5,你说冯提莫啊  要有自己的思想 你长了脑子呢
在下弥豆公,男,4,排面
呐这是我hglfzzz,保密,3,二刷[喜极而泣]第一次晚会完整看完还二刷的
践行入佳境,保密,4,NB！
西柚赵焱,女,5,太赞了
bilibili景景景,男,2,慕名而来
鸢弋i,保密,5,我只说句我操了~
苦丁微甜甜,保密,2,为什么不能投屏
LFT本人,女,3,看着晚会，翻着评论，大家都是善良的人，祝好[2020]
践行入佳境,保密,4,[喜欢]
食我脱氧核糖啦,保密,5,我觉得up主的存在太低了
Djdbhrudjdne,女,5,错过了直播  c
吾辈如何求生乎,保密,4,哔哩哔哩乾杯
-reigns-,男,5,我哭了 简直就是音乐会
失叶落枫,保密,3,拿着五年高考三年模拟[偷笑]
一群把戏子当爹的舔狗,保密,5,没有fate么
茶亭清青,女,5,留[2020][锦鲤][酸了]
嗒嗒球,男,4,希望明年还能有，另外希望有音吹里的三日月之舞
温风风月,保密,2,炸了
柳下剪瞳,保密,5,强
35622052436_bili,保密,3,错过一个亿，太燃了，B站不输各大卫视
你的电瓶在我着,保密,2,两万条评论混个位置 证明我曾经来过
丿赫灬赫,男,3,气不够个锤子瞎评论啥秀智商气不够能这么稳
NiwtRst,男,4,牛逼
寒风几落泪风化翼为生,女,4,萌新默默的问一句，洛天依在现场是vr还是ar还是全息成像[doge][doge][doge]
半生素衣_,保密,3,B站：老子不给你们露一手，是不是以为我不会办晚会？
一曲半生缘,男,5,太牛逼了[点赞][点赞][点赞]
臭嘴熏八方,保密,2,我咋觉得一般般啊。。。。。。。。。。
0牧童短笛0,保密,5,天哪
喵子酱de小能量,保密,4,厉害啦~
丿赫灬赫,男,3,冯提莫这歌唱的真不错不
今天的路人乙,保密,5,真棒，我又来重看了
青冬里,保密,5,小b站牛逼——！！！（破音）
粕粕粕粕,保密,4,2020第一个币
不倒翁那来叨,保密,4,#bilibili晚会 二零一九最美的夜#
Axin今天熬夜了吗,保密,5,以前没有这种感觉，现在觉得加入B站真是我最棒的选择!B站是我最爱的app!爱你们!爱五月天!我希望明年，后年，我们能永远走下去
夏栀初的海,女,3,太优秀了
君子淼,男,5,爱了爱了，我大B站牛逼
乂妖刀乂,保密,3,慕名而来
西乡No999,女,3,流量看没了#晚会#
San3B,男,6,加班错过了晚会，赶紧来补补
已经没有什么好怕,保密,5,3周年录播给我交了
怂破浪,保密,4,好想听周深和苏运莹唱冥明[呆]
刘小白的失格,男,4,我爱死这个小破站了
高御产巣日神,女,5,bilibili牛逼
明明告诉自己不要哭的,保密,5,66666666
榦,保密,5,这次的晚会真的很好啊555555从头到尾没跳过556
情迷世界雨,保密,2,从不看跨年晚会，慕名而来，哈哈
勇者的橡木棍,保密,5,哈  好真实啊  看弹幕大氿歌好多人不知道[蛆音娘_扶额]
Sakura和小怪兽的黄昏,男,5,2233呢？
云柚如岚,保密,5,666
檀檀呀ET,女,5,二刷[偷笑][偷笑]
这颗小小的葡萄啊,保密,2,说实话，长那么大第一次完完整整地看完一个跨年晚会。还有就是，现场的小伙伴感觉赚翻了!!
嘟噜嘟噜miaow,保密,2,我要去复习了。
乀乌鸦坐飞机乀,男,5,到数码宝贝的时候真的忍不住了
C-action,男,4,新华社报道了[2233娘_大笑][2233娘_大笑]
C-action,男,4,新华社报道了[2233娘_大笑][2233娘_大笑]
OK差不多都行呢,男,2,啥也不说了，充会员
LM_零萌,男,4,天依在现场是VR还是只有屏幕有？？？
smile小考拉,保密,4,吹爆了....太有心了..
SmallMarmot,男,5,啥也不说了，实习工资发了大会员必须搞上
挖矿使我快乐,保密,4,感觉喜欢的全在里面了 秒杀了春晚和一切卫视晚会
果酱L-zyz,保密,5,钢铁洪流进行曲出来以后眼泪哗哗哗哗的流[小电视_哭泣][小电视_哭泣][小电视_哭泣]想回家了啊啊啊啊啊啊
会呼吸的Tom,保密,2,[2020]
茶童,女,5,我刚开始看的时候评论还是1.9万，第三幕才看一半，评论2万了
雪0131,女,5,妈呀妈呀好期待明年啊！！！
我向往孤海,保密,3,祝大家新年快乐
MARVELWYYYY,男,4,你们b站居然没有请流量，小鲜肉和娘炮，差评！！[doge][doge]
根本就是死肥宅无误,保密,5,太秀了 太秀了~~~~~~~~~~~~~~~~~~
bili_8379425,保密,3,太垃圾了，居然只能投一个币我想把两百多个币都投了
大美森林,保密,4,新年快乐！
Darkstorm1101啊,保密,2,方老师真的牛逼
江湖红颜,男,2,权利的游戏这音乐爆炸。
不就是硬币吗给你辣,保密,3,真棒
小医生董小鱼,女,4,新的一年，继续支持b站
正版清舟,女,4,"Bilibili乾杯 【】~（￣▽￣）~*
#bilibili晚会 二零一九最美的夜#"
缺根筋怪我咯,保密,4,看得我热泪盈眶[大哭]
小小小人物物物,保密,4,怕小破站因此破产[抠鼻][抠鼻]哈哈哈哈哈哈哈哈哈哈哈
suger_hyacinthus,保密,4,"五月天的旋律下写下我的2019:
在我的大学，我的教室，我的眼中噙满泪水。这一年来，多少徘徊与彷徨，多少纠结与痛苦。浑浑噩噩，恍恍惚惚，说来也快，一年半了，大学以来，没有了四中三点一线约束，没有了四中一群室友的鼓励，没有了四中老师们的关爱。与父母，更是生分了不少，对自己，也是得过且过，嘴上说着要加油，最终都是一次又一次的失望。不过也有一些好事，记得那场病之后，你来到我的身边，你说第一次谈恋爱，我把自己当成一个哥哥一样照顾你，那个时候学校周围的每一处都会很甜美，走过的每一条路都像是红地毯，眼中所见皆是风景，不争气的是:这个傻乎乎的哥哥最终还是把你弄丢了。第一次正式分开之后，又经历了一次次认真考虑后的分分合合。最后一次是我说的，未来的路很漫长，我们谁都不能挡在谁的路中间耍赖不让别人走。留下的遗憾，让人忘掉，又谈何容易。说着说着好像这一年就谈了一场恋爱似的，其实，想来也是，这一年里也没干什么值得留恋的大事了，有时候也总是羡慕着别人的一点一滴，逐渐不知道自己该何去何从。年底的一科设计作业成绩出来破天荒的底，我含着泪请教了老师很多问题。马上期末考，看到五月天，我停下笔，最终还是哭了出来......
踩着五月天的旋律，我闭上眼睛，让眼泪顺着脸颊掉下来......2020，20岁了，一起加油。干杯！"
Title锂硒,男,5,越来越期待拜年祭了
Earendifer,男,4,从今以后B站的各种晚会我都要在[打call]
钟果仁儿,保密,5,张蔷那块360 4:3手动镜像可太有内味儿了嗷[小电视_赞]
想被阿拉蕾吃掉的豆包,保密,5,妈耶，在好多官方网站上看到推荐的了，等考完试看[偷笑]
Cassiel998,保密,3,#bilibili晚会#  2019.01.02 16点  看团团点名来补课……
一夜暴瘦吧,女,4,呜呜呜呜呜，我的天哪，我那天和朋友还不如蹲在家里看这个，
鱼猛o1_1o,保密,5,看完再来评论说一遍：B站真流弊
花花公子德惠,保密,4,这b站做的非常好[喜欢]感觉比其他地方做的好多了[滑稽]
可爱的小精灵吖,保密,4,啊啊啊啊啊
为名之殇,男,5,这条河的流量比我想象的小，我能轻易的看到有金子在水底，每一粒都熠熠生辉，让我想沉溺下去。我当时没想到b站会组织这样的晚会，新的、旧的、中国的、世界的，全都交汇在一起，海纳百川，森罗万象。多样而优质的内容让我这个不是很跟得上潮流的人遇到不清楚的也看的下去，遇到熟悉的则更加兴奋。我又为因为自大，导致在原定看b站跨年的时间还在夜爬衡山直到十点多才到上封寺还累得倒头就睡而深深的懊悔，所以看回放的泪点就更低了。看到魔术的时候，真有种春晚既视感，但看完后还是觉得更多的国家都用的公历的跨年，更适合这样大气的作品登场，希望b站之后能越来越好，走向世界与未来。
爱吃肉的小黑,保密,2,意外之喜，好看
贺茂家的盒饭,保密,3,有一说一，冯提莫这个是真唱，很NICE。
东风来了没,保密,5,突然觉得自己的大会员特别有排面
顾小顾ya,男,4,冲冲冲！！！
bili_80309186629,保密,2,距下一场考试不到二十四小时，我来充电[调皮]
bjyx我是NPC,保密,2,太赞了点，有点惊我
刘劲杰,男,3,vinheteiro
我向往孤海,保密,3,我来晚了[大哭]
陆小旌,保密,3,00年的高一看的我为歌狂，特别爱，也爱胡彦斌
鱼鱼不吃肉呀,女,3,啊！！！！！！小破站牛批！！！！！（破音！！！！！！！）
Dora诗璃,女,4,这个真的太好看了，第二天晚上才补。跨年那晚我刷什么抖音……打什么游戏……B站也没宣传啊……都不知道有跨年晚会
LV2333333333,女,4,啊啊啊啊啊啊啊学生党不放假的错过第一次了
温娆华小可爱,保密,3,求平板的封面照片！！
-魔鬼-,男,5,对于我这种不喜欢看尬演和不认识几个明星的人来说这种太适合我了
玄二最棒哒,男,5,啊啊啊啊啊啊啊啊，哔哩哔哩我要用一辈子[打call][打call][打call][打call]
果酱L-zyz,保密,5,为小破站疯狂打call！！！！！！！啊啊啊啊啊啊真的排面啊啊啊啊啊啊啊
通宵只为等你上线丶,男,5,总会不经意间勾起泪点闪闪[2020][2020][2020]
脱水の墨鱼干儿,男,5,我请问一下，提莫咋了？为啥一堆？？？起码尊敬是要的吧，而且我觉得她歌唱的不错啊[囧][囧][囧]
zw20050203,男,5,唉，算了，打了几十个字，觉得还是不说了
傲娇滴喵喵星人,保密,4,我爱b站
季小飒丶,男,5,2万7千人大型摸鱼现场，你们是老板放假去了还是期末太简单了[doge]
灯花百结,男,5,"┏━━┓┏━━┓┏━━┓┏━━┓
┗━┓┃┃┏┓┃┗━┓┃┃┏┓┃
┏━┛┃┃┃┃┃┏━┛┃┃┃┃┃
┃┏━┛┃┃┃┃┃┏━┛┃┃┃┃
┃┗━┓┃┗┛┃┃┗━┓┃┗┛┃
┗━━┛┗━━┛┗━━┛┗━━┛"
晴天喵喵子,保密,3,太好哭了
